-3	-0.999977909517184
-2.88	-0.999953575665934
-2.76	-0.999905082425993
-2.64	-0.99981118085983
-2.52	-0.999634500908037
-2.4	-0.999311486117344
-2.28	-0.998737661174219
-2.16	-0.997747152294167
-2.04	-0.996085809653264
-1.92	-0.993378225066984
-1.8	-0.989090501659275
-1.68	-0.982492787063558
-1.56	-0.9726281221435
-1.44	-0.958296569942459
-1.32	-0.938065156076994
-1.2	-0.910313981056271
-1.08	-0.873326166218128
-0.96	-0.825423649643902
-0.84	-0.765142711455052
-0.72	-0.691433123138783
-0.6	-0.603856090847925
-0.48	-0.502749670694763
-0.36	-0.389329701128662
-0.24	-0.265700058953788
-0.12	-0.134758351819917
0	0
0.12	0.134758351819917
0.24	0.265700058953788
0.36	0.389329701128662
0.48	0.502749670694763
0.6	0.603856090847925
0.72	0.691433123138782
0.84	0.765142711455052
0.96	0.825423649643902
1.08	0.873326166218128
1.2	0.910313981056271
1.32	0.938065156076994
1.44	0.958296569942459
1.56	0.9726281221435
1.68	0.982492787063558
1.8	0.989090501659275
1.92	0.993378225066984
2.04	0.996085809653264
2.16	0.997747152294167
2.28	0.998737661174219
2.4	0.999311486117344
2.52	0.999634500908037
2.64	0.99981118085983
2.76	0.999905082425993
2.88	0.999953575665934


-3  -0.999977894851102
-2.88  -0.999953551418397
-2.76  -0.99990504430713
-2.64  -0.99981112403572
-2.52  -0.999634421444387
-2.4  -0.999311382118005
-2.28  -0.998737535333246
-2.16  -0.997747014262961
-2.04  -0.996085677066551
-1.92  -0.993378122306301
-1.8  -0.989090453811526
-1.68  -0.982492811103595
-1.56  -0.972628215983892
-1.44  -0.958296705008806
-1.32  -0.93806528013263
-1.2  -0.910314035506213
-1.08  -0.873326114955085
-0.96  -0.825423525782233
-0.84  -0.765142584974057
-0.72  -0.691433089428583
-0.6  -0.603856184849437
-0.48  -0.502749804859001
-0.36  -0.389329713766164
-0.24  -0.26569992486521
-0.12  -0.134758351616203
0  9.99999971718069E-10
0.12  0.134758351616203
0.24  0.26569992486521
0.36  0.389329713766164
0.48  0.502749804859001
0.6  0.603856184849437
0.72  0.691433089428582
0.84  0.765142584974057
0.96  0.825423525782233
1.08  0.873326114955085
1.2  0.910314035506213
1.32  0.93806528013263
1.44  0.958296705008806
1.56  0.972628215983892
1.68  0.982492811103595
1.8  0.989090453811526
1.92  0.993378122306301
2.04  0.996085677066551
2.16  0.997747014262961
2.28  0.998737535333246
2.4  0.999311382118005
2.52  0.999634421444387
2.64  0.99981112403572
2.76  0.99990504430713
2.88  0.999953551418397
