
-5	-4.9	7.63848158370791E-08
-5	-4.8	9.72955172959849E-08
-5	-4.7	1.2405874206408E-07
-5	-4.6	1.58350261485809E-07
-5	-4.5	2.02337000781474E-07
-5	-4.4	2.58824449799814E-07
-5	-4.3	3.31449391226511E-07
-5	-4.2	4.24932218028042E-07
-5	-4.1	5.45407716099945E-07
-5	-4	7.00859313572009E-07
-5	-3.9	9.01689959659912E-07
-5	-3.8	1.16147368619228E-06
-5	-3.7	1.49794645812526E-06
-5	-3.6	1.93431439686559E-06
-5	-3.5	2.50098356791692E-06
-5	-3.4	3.23785057274351E-06
-5	-3.3	4.19734030808921E-06
-5	-3.2	5.44844071265192E-06
-5	-3.1	7.08206990555282E-06
-5	-3	9.21822673074307E-06
-5	-2.9	1.20155321363453E-05
-5	-2.8	1.5683980776249E-05
-5	-2.7	2.05020099056826E-05
-5	-2.6	2.68393837366179E-05
-5	-2.5	3.51879239606772E-05
-5	-2.4	4.62028434982218E-05
-5	-2.3	6.07584329207094E-05
-5	-2.2	8.00232072987692E-05
-5	-2.1	0.000105561484010749
-5	-2	0.000139470922393975
-5	-1.9	0.00018456908494815
-5	-1.8	0.000244646961352791
-5	-1.7	0.000324814185495032
-5	-1.6	0.000431970195710116
-5	-1.5	0.000575449117784508
-5	-1.4	0.000767905802326173
-5	-1.3	0.00102654001245814
-5	-1.2	0.00137480267058624
-5	-1.1	0.00184480823328142
-5	-1	0.0024808272043103
-5	-0.899999999999999	0.00334454143118592
-5	-0.8	0.00452343953880413
-5	-0.7	0.00614542343197766
-5	-0.6	0.00840715888066396
-5	-0.5	0.0116365894368231
-5	-0.399999999999999	0.0164523574200141
-5	-0.3	0.0242520074458632
-5	-0.199999999999999	0.0391881555128082
-5	-0.0999999999999996	0.0820525293897997
-5	0	42756497195167.1
-5	0.100000000000001	0.082052529389799
-5	0.2	0.039188155512808
-5	0.300000000000001	0.0242520074458631
-5	0.4	0.016452357420014
-5	0.5	0.0116365894368231
-5	0.600000000000001	0.00840715888066393
-5	0.7	0.00614542343197766
-5	0.800000000000001	0.00452343953880412
-5	0.9	0.00334454143118591
-5	1	0.0024808272043103
-5	1.1	0.00184480823328141
-5	1.2	0.00137480267058625
-5	1.3	0.00102654001245814
-5	1.4	0.000767905802326172
-5	1.5	0.000575449117784508
-5	1.6	0.000431970195710115
-5	1.7	0.000324814185495032
-5	1.8	0.00024464696135279
-5	1.9	0.00018456908494815
-5	2	0.000139470922393975
-5	2.1	0.000105561484010748
-5	2.2	8.00232072987691E-05
-5	2.3	6.07584329207092E-05
-5	2.4	4.62028434982218E-05
-5	2.5	3.51879239606772E-05
-5	2.6	2.68393837366179E-05
-5	2.7	2.05020099056826E-05
-5	2.8	1.5683980776249E-05
-5	2.9	1.20155321363453E-05
-5	3	9.21822673074307E-06
-5	3.1	7.08206990555282E-06
-5	3.2	5.4484407126519E-06
-5	3.3	4.19734030808921E-06
-5	3.4	3.23785057274351E-06
-5	3.5	2.50098356791692E-06
-5	3.6	1.93431439686559E-06
-5	3.7	1.49794645812526E-06
-5	3.8	1.16147368619228E-06
-5	3.9	9.0168995965991E-07
-5	4	7.00859313572009E-07
-5	4.1	5.45407716099945E-07
-5	4.2	4.2493221802804E-07
-5	4.3	3.31449391226511E-07
-5	4.4	2.58824449799814E-07
-5	4.5	2.02337000781474E-07
-5	4.6	1.58350261485808E-07
-5	4.7	1.2405874206408E-07
-5	4.8	9.72955172959847E-08
-5	4.9	7.63848158370791E-08

-4.9	-4.9	9.32211476500405E-08
-4.9	-4.8	1.18632932727434E-07
-4.9	-4.7	1.51128340166638E-07
-4.9	-4.6	1.92727949000507E-07
-4.9	-4.5	2.46042466659114E-07
-4.9	-4.4	3.14449275602634E-07
-4.9	-4.3	4.02323098122987E-07
-4.9	-4.2	5.15337779707157E-07
-4.9	-4.1	6.60861664039841E-07
-4.9	-4	8.48476310478057E-07
-4.9	-3.9	1.09065799747752E-06
-4.9	-3.8	1.40367438373966E-06
-4.9	-3.7	1.80876596910733E-06
-4.9	-3.6	2.33370510304158E-06
-4.9	-3.5	3.01485624935847E-06
-4.9	-3.4	3.89990276665803E-06
-4.9	-3.3	5.0514613139737E-06
-4.9	-3.2	6.55188017981765E-06
-4.9	-3.1	8.50961921649553E-06
-4.9	-3	1.10677459842768E-05
-4.9	-2.9	1.44152679259146E-05
-4.9	-2.8	1.88022713381302E-05
-4.9	-2.7	2.45601784610634E-05
-4.9	-2.6	3.21288969219559E-05
-4.9	-2.5	4.2093266048308E-05
-4.9	-2.4	5.52320641557604E-05
-4.9	-2.3	7.25840152598349E-05
-4.9	-2.2	9.55368408829244E-05
-4.9	-2.1	0.000125947606513262
-4.9	-2	0.000166305640821464
-4.9	-1.9	0.000219953478212573
-4.9	-1.8	0.000291387042849639
-4.9	-1.7	0.000386664301993467
-4.9	-1.6	0.000513962818924706
-4.9	-1.5	0.000684342481131038
-4.9	-1.4	0.00091279250826782
-4.9	-1.3	0.00121967572848183
-4.9	-1.2	0.00163273578647686
-4.9	-1.1	0.00218992046058293
-4.9	-1	0.00294343255423196
-4.9	-0.899999999999999	0.00396573433755407
-4.9	-0.8	0.00535891527779173
-4.9	-0.7	0.00727044012793389
-4.9	-0.6	0.00992233906614902
-4.9	-0.5	0.0136717895466812
-4.9	-0.399999999999999	0.0191527238165245
-4.9	-0.3	0.0276487886527206
-4.9	-0.199999999999999	0.0421752372090991
-4.9	-0.0999999999999996	0.0698731543285444
-4.9	0	0.100388943004916
-4.9	0.100000000000001	0.0698731543285441
-4.9	0.2	0.0421752372090989
-4.9	0.300000000000001	0.0276487886527205
-4.9	0.4	0.0191527238165245
-4.9	0.5	0.0136717895466812
-4.9	0.600000000000001	0.00992233906614899
-4.9	0.7	0.00727044012793389
-4.9	0.800000000000001	0.00535891527779172
-4.9	0.9	0.00396573433755406
-4.9	1	0.00294343255423196
-4.9	1.1	0.00218992046058293
-4.9	1.2	0.00163273578647686
-4.9	1.3	0.00121967572848183
-4.9	1.4	0.000912792508267819
-4.9	1.5	0.000684342481131038
-4.9	1.6	0.000513962818924705
-4.9	1.7	0.000386664301993467
-4.9	1.8	0.000291387042849638
-4.9	1.9	0.000219953478212572
-4.9	2	0.000166305640821464
-4.9	2.1	0.000125947606513262
-4.9	2.2	9.55368408829243E-05
-4.9	2.3	7.25840152598347E-05
-4.9	2.4	5.52320641557604E-05
-4.9	2.5	4.2093266048308E-05
-4.9	2.6	3.21288969219558E-05
-4.9	2.7	2.45601784610634E-05
-4.9	2.8	1.88022713381303E-05
-4.9	2.9	1.44152679259146E-05
-4.9	3	1.10677459842768E-05
-4.9	3.1	8.50961921649553E-06
-4.9	3.2	6.55188017981766E-06
-4.9	3.3	5.05146131397369E-06
-4.9	3.4	3.89990276665802E-06
-4.9	3.5	3.01485624935847E-06
-4.9	3.6	2.33370510304158E-06
-4.9	3.7	1.80876596910731E-06
-4.9	3.8	1.40367438373966E-06
-4.9	3.9	1.09065799747752E-06
-4.9	4	8.48476310478057E-07
-4.9	4.1	6.60861664039841E-07
-4.9	4.2	5.15337779707155E-07
-4.9	4.3	4.02323098122986E-07
-4.9	4.4	3.14449275602634E-07
-4.9	4.5	2.46042466659114E-07
-4.9	4.6	1.92727949000505E-07
-4.9	4.7	1.51128340166638E-07
-4.9	4.8	1.18632932727434E-07
-4.9	4.9	9.32211476500405E-08

-4.8	-4.9	1.13652825907505E-07
-4.8	-4.8	1.44500017079347E-07
-4.8	-4.7	1.83910417732357E-07
-4.8	-4.6	2.34317135110402E-07
-4.8	-4.5	2.98861314257006E-07
-4.8	-4.4	3.81603258095125E-07
-4.8	-4.3	4.87798071669619E-07
-4.8	-4.2	6.24256047111653E-07
-4.8	-4.1	7.9981449948209E-07
-4.8	-4	1.02595639515195E-06
-4.8	-3.9	1.31762260502269E-06
-4.8	-3.8	1.69427993512649E-06
-4.8	-3.7	2.18132754478059E-06
-4.8	-3.6	2.81195172268975E-06
-4.8	-3.5	3.62957564049516E-06
-4.8	-3.4	4.6910998723138E-06
-4.8	-3.3	6.07119553961828E-06
-4.8	-3.2	7.86800086530491E-06
-4.8	-3.1	1.02106917965821E-05
-4.8	-3	1.32695592178972E-05
-4.8	-2.9	1.72694441834004E-05
-4.8	-2.8	2.25076791432287E-05
-4.8	-2.7	2.93780855135075E-05
-4.8	-2.6	3.84031248173765E-05
-4.8	-2.5	5.02770451325517E-05
-4.8	-2.4	6.59238798371155E-05
-4.8	-2.3	8.65755424533092E-05
-4.8	-2.2	0.00011387715898828
-4.8	-2.1	0.00015002938029973
-4.8	-2	0.000197980989144976
-4.8	-1.9	0.000261690032102346
-4.8	-1.8	0.000346478486353357
-4.8	-1.7	0.000459514848968657
-4.8	-1.6	0.000610472056392488
-4.8	-1.5	0.000812426318158544
-4.8	-1.4	0.00108308803889128
-4.8	-1.3	0.00144649252285401
-4.8	-1.2	0.00193533143390715
-4.8	-1.1	0.00259418645901355
-4.8	-1	0.00348405458436216
-4.8	-0.899999999999999	0.00468877209565145
-4.8	-0.8	0.00632434335847287
-4.8	-0.7	0.00855295636914672
-4.8	-0.6	0.0116049902470232
-4.8	-0.5	0.0158149442633012
-4.8	-0.399999999999999	0.0216786928776897
-4.8	-0.3	0.0299157313075962
-4.8	-0.199999999999999	0.0413052191823373
-4.8	-0.0999999999999996	0.0549020677899695
-4.8	0	0.0624233618014337
-4.8	0.100000000000001	0.0549020677899694
-4.8	0.2	0.0413052191823372
-4.8	0.300000000000001	0.0299157313075961
-4.8	0.4	0.0216786928776896
-4.8	0.5	0.0158149442633012
-4.8	0.600000000000001	0.0116049902470232
-4.8	0.7	0.00855295636914672
-4.8	0.800000000000001	0.00632434335847285
-4.8	0.9	0.00468877209565143
-4.8	1	0.00348405458436216
-4.8	1.1	0.00259418645901354
-4.8	1.2	0.00193533143390715
-4.8	1.3	0.001446492522854
-4.8	1.4	0.00108308803889127
-4.8	1.5	0.000812426318158544
-4.8	1.6	0.000610472056392487
-4.8	1.7	0.000459514848968657
-4.8	1.8	0.000346478486353355
-4.8	1.9	0.000261690032102346
-4.8	2	0.000197980989144976
-4.8	2.1	0.00015002938029973
-4.8	2.2	0.00011387715898828
-4.8	2.3	8.65755424533088E-05
-4.8	2.4	6.59238798371155E-05
-4.8	2.5	5.02770451325517E-05
-4.8	2.6	3.84031248173764E-05
-4.8	2.7	2.93780855135075E-05
-4.8	2.8	2.25076791432287E-05
-4.8	2.9	1.72694441834004E-05
-4.8	3	1.32695592178972E-05
-4.8	3.1	1.02106917965821E-05
-4.8	3.2	7.86800086530491E-06
-4.8	3.3	6.07119553961827E-06
-4.8	3.4	4.6910998723138E-06
-4.8	3.5	3.62957564049516E-06
-4.8	3.6	2.81195172268975E-06
-4.8	3.7	2.18132754478059E-06
-4.8	3.8	1.69427993512648E-06
-4.8	3.9	1.31762260502269E-06
-4.8	4	1.02595639515195E-06
-4.8	4.1	7.9981449948209E-07
-4.8	4.2	6.24256047111651E-07
-4.8	4.3	4.87798071669618E-07
-4.8	4.4	3.81603258095125E-07
-4.8	4.5	2.98861314257006E-07
-4.8	4.6	2.343171351104E-07
-4.8	4.7	1.83910417732356E-07
-4.8	4.8	1.44500017079347E-07
-4.8	4.9	1.13652825907505E-07

-4.7	-4.9	1.38421533607065E-07
-4.7	-4.8	1.7582465773246E-07
-4.7	-4.7	2.23566890508468E-07
-4.7	-4.6	2.84574174682045E-07
-4.7	-4.5	3.62620735506828E-07
-4.7	-4.4	4.62581156394699E-07
-4.7	-4.3	5.90759260209158E-07
-4.7	-4.2	7.55317796195028E-07
-4.7	-4.1	9.66840623751435E-07
-4.7	-4	1.23906930290523E-06
-4.7	-3.9	1.58986959883358E-06
-4.7	-3.8	2.0425015293914E-06
-4.7	-3.7	2.62729077334377E-06
-4.7	-3.6	3.3838315950941E-06
-4.7	-3.5	4.3638947434419E-06
-4.7	-3.4	5.6352718572278E-06
-4.7	-3.3	7.28686592571855E-06
-4.7	-3.2	9.43544232262025E-06
-4.7	-3.1	1.22345964044945E-05
-4.7	-3	1.58866846426984E-05
-4.7	-2.9	2.06587244929404E-05
-4.7	-2.8	2.69036179632473E-05
-4.7	-2.7	3.50885283449072E-05
-4.7	-2.6	4.58328843895999E-05
-4.7	-2.5	5.99593639446369E-05
-4.7	-2.4	7.85624058160977E-05
-4.7	-2.3	0.000103100433076603
-4.7	-2.2	0.000135520206888823
-4.7	-2.1	0.000178424793318294
-4.7	-2	0.000235300829141704
-4.7	-1.9	0.000310826548355446
-4.7	-1.8	0.000411289975215778
-4.7	-1.7	0.000545157621770533
-4.7	-1.6	0.000723849064443037
-4.7	-1.5	0.000962793408268189
-4.7	-1.4	0.00128287179956084
-4.7	-1.3	0.00171238808314913
-4.7	-1.2	0.002289759509689
-4.7	-1.1	0.00306718122328419
-4.7	-1	0.0041155850200263
-4.7	-0.899999999999999	0.00553125528848162
-4.7	-0.8	0.00744438910191767
-4.7	-0.7	0.0100294098659479
-4.7	-0.6	0.0135151101307342
-4.7	-0.5	0.0181870573191471
-4.7	-0.399999999999999	0.0243568035147027
-4.7	-0.3	0.0322182797864905
-4.7	-0.199999999999999	0.0413823771239174
-4.7	-0.0999999999999996	0.0498493796471492
-4.7	0	0.0535412761271209
-4.7	0.100000000000001	0.0498493796471493
-4.7	0.2	0.0413823771239173
-4.7	0.300000000000001	0.0322182797864905
-4.7	0.4	0.0243568035147026
-4.7	0.5	0.0181870573191471
-4.7	0.600000000000001	0.0135151101307342
-4.7	0.7	0.0100294098659479
-4.7	0.800000000000001	0.00744438910191765
-4.7	0.9	0.0055312552884816
-4.7	1	0.0041155850200263
-4.7	1.1	0.00306718122328418
-4.7	1.2	0.00228975950968899
-4.7	1.3	0.00171238808314912
-4.7	1.4	0.00128287179956084
-4.7	1.5	0.000962793408268189
-4.7	1.6	0.000723849064443034
-4.7	1.7	0.000545157621770532
-4.7	1.8	0.000411289975215777
-4.7	1.9	0.000310826548355445
-4.7	2	0.000235300829141704
-4.7	2.1	0.000178424793318293
-4.7	2.2	0.000135520206888822
-4.7	2.3	0.000103100433076603
-4.7	2.4	7.85624058160976E-05
-4.7	2.5	5.99593639446369E-05
-4.7	2.6	4.58328843895998E-05
-4.7	2.7	3.50885283449071E-05
-4.7	2.8	2.69036179632472E-05
-4.7	2.9	2.06587244929404E-05
-4.7	3	1.58866846426984E-05
-4.7	3.1	1.22345964044945E-05
-4.7	3.2	9.43544232262025E-06
-4.7	3.3	7.28686592571854E-06
-4.7	3.4	5.63527185722779E-06
-4.7	3.5	4.3638947434419E-06
-4.7	3.6	3.3838315950941E-06
-4.7	3.7	2.62729077334376E-06
-4.7	3.8	2.04250152939139E-06
-4.7	3.9	1.58986959883358E-06
-4.7	4	1.23906930290523E-06
-4.7	4.1	9.66840623751435E-07
-4.7	4.2	7.55317796195028E-07
-4.7	4.3	5.90759260209157E-07
-4.7	4.4	4.62581156394699E-07
-4.7	4.5	3.62620735506828E-07
-4.7	4.6	2.84574174682043E-07
