1000	0.00323810560387072 0.261257104268398	0.000542283530751142
1200	0.00220333552450158 0.261105975120895	0.000693412678254013
1400	0.00118015770668578 0.261177154863605	0.000622232935544309
1600	0.00107138296023213 0.26148552167987	0.000313866119278972
1800	0.00155783115104258 0.261395560838725	0.000403826960424125
2000	0.00150948920442978 0.261518780670823	0.000280607128326227
2200	0.00128170597812383 0.261393157232242	0.000406230566907251
2400	0.000521208289687547 0.261428635618187	0.000370752180962497
2600	0.000392298239910549 0.261408857564694	0.000390530234455455
2800	0.00139724399610802 0.261556057386397	0.000243330412752318
3000	0.00101309752830736 0.261476794472943	0.000322593326206266
3200	0.000254815632310057 0.261662031889541	0.000137355909608228
3400	0.000350091820004395 0.261488267355911	0.000311120443238444
3600	0.00103360946634751 0.261596779171454	0.000202608627695555
3800	0.000574231495846345 0.261559067496254	0.000240320302895447
4000	0.000321359835126378 0.26168051839609	0.000118869403059441
4200	0.000347854348218046 0.261589651371262	0.000209736427887186
4400	0.000441465592093016 0.261566347603004	0.000233040196145673
4600	0.000419191453064516 0.261660989340632	0.000138398458517597
4800	0.000181802131923758 0.261641770159892	0.000157617639257701
5000	6.297408251843E-05 0.261618223508379	0.000181164290770086
5200	8.94551890065487E-05 0.261623190520259	0.000176197278890622
5400	0.000512890914620312 0.261579098383044	0.000220289416104913
5600	0.000382156600852612 0.261666385191925	0.000133002607224708
5800	2.96113469326342E-05 0.261600708351659	0.000198679447490691
6000	0.000361101281992182 0.261637428387795	0.000161959411354329
6200	0.000620880882970187 0.261655473729152	0.000143914069997864
6400	0.000411958009115476 0.261717262187696	8.21256114529878E-05
6600	0.000185090469969063 0.261627215057298	0.000172172741851273
6800	0.000429310804830718 0.261639380582133	0.000160007217016644
7000	0.000486156246597869 0.261638766597952	0.000160621201197642
7200	0.000475816604949941 0.261695693277875	0.000103694521274511
7400	0.000303878488664755 0.261669724741212	0.000129663057937213
7600	0.000376374721968553 0.261691025163789	0.00010836263535996
7800	0.000285296083691877 0.261672993658011	0.000126394141138353
8000	0.00051893345410281 0.261719669559777	7.97182393728058E-05
8200	0.000374994167192277 0.261772529717495	2.6858081654535E-05
8400	0.000172317148044332 0.261706868730938	9.25190682118937E-05
8600	0.000335701316716452 0.261684370770827	0.00011501702832234
8800	0.0003959457796891 0.261699780785625	9.96070135247384E-05
9000	0.000116064411665007 0.261665739730421	0.000133648068728731
9200	0.000123060533345654 0.261732077473368	6.73103257812224E-05
9400	0.000244003565812945 0.261683855119006	0.000115532680143027
9600	0.000234743552431027 0.261724453271465	7.49345276842561E-05
9800	4.36961645770562E-05 0.261676712832526	0.000122674966623215
10000	0.000106219650940653 0.261725095087824	7.42927113251968E-05
